,ID,h,j,v,z,label
377,GDS_deep2_12526,1997.99428764,2025.9871444,222.831533086,620.427917418,spheroid
378,GDS_deep2_12563,529.40009978,624.12106346,446.67829797,423.966110543,disk
379,GDS_deep2_12569,1219.50260049,1345.28500192,1006.99912414,855.417548637,spheroid
382,GDS_deep2_12624,178.038225314,220.954110378,187.707169789,238.964476868,irregular
383,GDS_deep2_12625,529.464852237,520.866736069,373.676919455,284.533458506,pointsource
384,GDS_deep2_12640,662.18384748,550.898171109,381.252323232,275.933920722,disk
385,GDS_deep2_12652,382.519959355,358.405260512,257.897355187,191.924267282,disk
386,GDS_deep2_12680,488.841396012,633.106214452,582.784966159,373.173467199,disk
387,GDS_deep2_12697,779.274278961,770.534206807,512.260994808,507.249044499,disk
388,GDS_deep2_12710,618.194319742,711.317019354,929.752424719,554.463679844,spheroid
389,GDS_deep2_12738,1508.75840265,1556.18732184,885.937465298,953.56831866,disk
390,GDS_deep2_12741,16986.0579455,18414.1569179,7295.93425898,9034.27033698,spheroid
391,GDS_deep2_12756,4053.52120179,3138.21377262,709.668041097,1318.96881387,spheroid
392,GDS_deep2_12767,3173.41853179,2043.11463057,951.829960489,784.227533208,spheroid
393,GDS_deep2_12770,524.193229949,469.83124733,314.347406816,224.995403863,disk
394,GDS_deep2_12772,4308.54984262,6004.46186829,85.0967427176,1911.20846471,pointsource
395,GDS_deep2_12785,229.535956698,279.583757301,144.421697923,207.368106908,irregular
396,GDS_deep2_12788,16709.1724966,21250.0912824,2188.00017695,8469.38001295,pointsource
397,GDS_deep2_12795,473.14938924,380.772584091,518.902020985,249.088981677,spheroid
398,GDS_deep2_12822,13972.384989,12608.4905936,3619.95098685,5531.56639016,spheroid
399,GDS_deep2_12837,250.316074084,164.597666871,139.945769846,108.612624794,disk
400,GDS_deep2_12880,990.156411961,1037.08856561,573.502507009,596.023210701,disk
401,GDS_deep2_12882,312.631306259,431.138801031,353.37193998,318.783299564,disk
402,GDS_deep2_12889,438.564034633,429.205917662,330.454308374,329.823244749,spheroid
403,GDS_deep2_12907,743.946327114,782.629627077,558.574335592,373.595518716,disk
404,GDS_deep2_12918,662.621725162,726.052755226,518.116254603,357.175157757,disk
405,GDS_deep2_12945,1008.80995417,900.915066261,393.238867296,344.736648221,spheroid
407,GDS_deep2_12959,16276.0901215,15632.8679367,7249.33974892,7697.87679757,disk
408,GDS_deep2_12974,338.662376004,227.450446689,221.8779978,153.389908041,irregular
409,GDS_deep2_12984,318.591359301,311.82875593,73.1202029388,121.197782905,disk
410,GDS_deep2_12993,17092.3248713,24101.5408497,2096.48921822,7494.80208422,pointsource
411,GDS_deep2_12997,1529.71774517,1675.65980821,690.670643132,771.871913974,spheroid
412,GDS_deep2_12998,15093.1178853,19139.095471,4231.10067847,8876.57631327,pointsource
413,GDS_deep2_13006,938.046365661,1157.95687116,209.917348416,513.190069788,spheroid
414,GDS_deep2_13028,371.11182883,455.04185586,368.545819587,314.026540741,disk
415,GDS_deep2_13106,586.275327068,642.745828677,559.017189336,421.801852638,spheroid
416,GDS_deep2_13129,3449.25536668,3696.08718644,1682.37335868,1960.72364654,disk
418,GDS_deep2_13172,289.449700505,223.18238356,137.899404158,110.390068603,disk
419,GDS_deep2_13187,498.359998607,583.793346849,473.038516197,442.896133126,disk
420,GDS_deep2_13206,553.676817716,613.536182262,243.511133864,317.437848427,spheroid
421,GDS_deep2_13222,871.037060789,948.190625233,930.954163923,672.570821262,disk
422,GDS_deep2_13232,1575.69189633,1151.41913214,767.886876838,543.995338199,disk
425,GDS_deep2_13286,1381.97269505,1589.99508906,1006.45283602,1009.87549367,disk
426,GDS_deep2_13315,1022.72238607,850.460594078,248.486457594,399.050454843,disk
427,GDS_deep2_13323,567.824786513,607.70332186,394.088593239,292.721207125,disk
428,GDS_deep2_13335,1070.97568225,1233.63344863,1152.33090409,866.369799346,disk
429,GDS_deep2_13503,1006.91579596,782.348279973,315.327802825,320.15394846,spheroid
430,GDS_deep2_13540,677.976142567,716.832275815,517.779437431,417.705229505,disk
431,GDS_deep2_13586,844.532865692,894.054848329,414.930944578,317.452814995,disk
433,GDS_deep2_13771,820.264079177,928.572375759,584.026024946,478.264354799,disk
434,GDS_deep2_13836,745.408994267,779.865822701,450.850538243,434.037597802,disk
436,GDS_deep2_3107,386.898439969,417.42685567,385.583410832,380.266942777,irregular
437,GDS_deep2_3111,2020.72650768,2087.59369427,740.534062145,1099.5263581,disk
438,GDS_deep2_3125,367.594227747,321.962483345,392.649896956,285.669594842,irregular
439,GDS_deep2_3131,496.098216524,482.355499659,360.988658765,228.637008593,disk
440,GDS_deep2_3145,25638.3103305,23395.1855283,7005.67977828,11481.1159462,spheroid
441,GDS_deep2_3151,1108.56407424,973.241071046,503.222644473,600.072784317,spheroid
442,GDS_deep2_3154,497.631272257,547.011177684,484.136319004,376.373739355,disk
443,GDS_deep2_3209,475.399192517,420.871848379,588.429169493,321.263508762,spheroid
444,GDS_deep2_3238,391.44884219,360.809778084,446.553717345,306.141772429,irregular
445,GDS_deep2_3320,539.504057309,532.157616191,401.141638829,307.544063175,irregular
446,GDS_deep2_3350,17433.8116812,17970.1926272,6898.7635298,7755.71638853,disk
447,GDS_deep2_3369,403.972009324,450.279523589,248.678399999,239.628982721,disk
449,GDS_deep2_3386,1745.27399309,1743.07086163,1065.08206191,934.598826176,spheroid
451,GDS_deep2_3410,644.73608786,462.519787046,182.461743488,284.937007278,disk
452,GDS_deep2_3414,888.275452236,935.000984582,604.864967311,412.802256694,disk
453,GDS_deep2_3435,869.08121502,783.271918995,87.0640940181,267.897826434,spheroid
454,GDS_deep2_3439,1280.10237141,1416.65158455,712.112521914,802.143493526,disk
455,GDS_deep2_3450,468.802534739,426.833322624,289.217090055,312.817851573,disk
456,GDS_deep2_3451,448.58388085,519.898270603,298.931643322,372.863981218,disk
457,GDS_deep2_3455,734.150000202,839.585365638,717.970408343,585.974213032,disk
458,GDS_deep2_3468,950.143414242,1166.94146296,1049.87261409,871.638816114,spheroid
459,GDS_deep2_3472,4467.01340204,5241.16121219,3142.48180541,3049.17123365,spheroid
460,GDS_deep2_3476,2511.62264453,2760.40215198,1510.37731322,1335.02075281,pointsource
461,GDS_deep2_3498,667.089818162,558.169073436,212.032301948,170.092576293,disk
462,GDS_deep2_3509,7349.41228902,7294.25835296,3234.3806715,3589.87153546,disk
463,GDS_deep2_3512,1969.14319116,2183.49749962,866.471543085,1054.35430563,disk
464,GDS_deep2_3513,615.920707111,556.320154269,293.583272246,264.6639748,disk
465,GDS_deep2_3517,2200.14030286,2162.40484198,1058.29395274,1160.31793044,disk
466,GDS_deep2_3518,737.743725416,645.394233311,404.683693232,257.239817741,spheroid
467,GDS_deep2_3527,29457.0134742,26494.264838,9085.79312371,13200.4037795,spheroid
468,GDS_deep2_3539,22098.6473797,22372.2800405,9354.24079701,9071.0506591,disk
469,GDS_deep2_3547,448.070589659,399.314122565,434.631837259,303.863354449,spheroid
470,GDS_deep2_3562,290.652965461,300.640663884,342.577740429,202.021319839,irregular
472,GDS_deep2_3570,589.004978671,598.014869107,582.535539416,408.95858781,disk
473,GDS_deep2_3577,8131.51983991,8774.63512555,5892.42899808,5079.71183257,disk
474,GDS_deep2_3586,1720.96405751,1853.67354394,910.455807614,1036.81705162,spheroid
475,GDS_deep2_3588,13726.0790558,16147.2097816,880.77274377,5114.23313211,pointsource
476,GDS_deep2_3592,4329.63872039,4575.78831185,2040.5240361,1985.24298889,disk
477,GDS_deep2_3614,831.311477195,555.030797875,83.9224412721,168.581318685,disk
478,GDS_deep2_3618,624.630529849,711.949791211,621.135549025,440.646462397,disk
479,GDS_deep2_3622,1698.08620885,1347.87302752,91.0029328353,279.001915299,spheroid
480,GDS_deep2_3623,804.475642011,668.979133286,650.444637628,511.229543772,disk
481,GDS_deep2_3635,1241.18429306,1230.59539035,875.122370969,836.948205698,disk
482,GDS_deep2_3644,723.098689555,704.44049842,578.099661154,318.884874605,disk
483,GDS_deep2_3649,492.548121242,347.04473697,222.984549695,191.299404233,disk
484,GDS_deep2_3652,440.513756138,391.0795801,219.213559769,170.444596228,disk
485,GDS_deep2_3668,555.630833131,442.342550332,234.801209629,195.090489832,spheroid
486,GDS_deep2_3669,473.471629753,450.374458403,287.402245674,263.693408316,spheroid
488,GDS_deep2_3678,508.167305452,460.210601125,393.268393979,313.814960011,irregular
489,GDS_deep2_3691,442.523133555,513.749576694,215.492848543,184.478734011,disk
490,GDS_deep2_3703,1456.33564587,1673.89503411,1066.72654819,955.482972228,disk
491,GDS_deep2_3704,340.700530991,407.249143083,397.212128461,270.110210674,irregular
492,GDS_deep2_3712,392.470434494,369.262623752,281.16275465,197.352755613,disk
494,GDS_deep2_3724,1366.59982292,1399.78498766,715.945397807,608.488124714,disk
495,GDS_deep2_3735,493.863417029,477.531185837,421.759004715,332.430928931,spheroid
496,GDS_deep2_3738,478.313557863,481.729296205,281.782594577,249.86801753,disk
497,GDS_deep2_3749,795.565023391,815.019145259,409.224043831,450.854862295,spheroid
498,GDS_deep2_3750,496.042199566,577.173113255,416.567313522,356.914440807,disk
499,GDS_deep2_3754,621.858563463,662.237530348,555.990373891,461.623477097,irregular
500,GDS_deep2_3762,330.308105384,376.908874398,289.923780445,253.953613706,disk
501,GDS_deep2_3763,720.652190109,585.505483473,490.727723103,339.863867307,spheroid
502,GDS_deep2_3771,840.814039812,919.696720454,716.138960176,728.279169196,disk
503,GDS_deep2_3773,2096.83601067,2281.97769006,1352.62013415,1577.3690996,disk
504,GDS_deep2_3779,419.437367753,254.546225358,126.451473573,145.630905475,irregular
506,GDS_deep2_3785,413.08263022,429.674871883,12.9624523302,84.4923162821,pointsource
507,GDS_deep2_3792,19879.1183883,20026.243029,4506.48763908,7846.96524946,spheroid
508,GDS_deep2_3797,12534.227293,12129.2710396,2678.0814482,2824.86906456,disk
509,GDS_deep2_3804,364.799555516,457.283509043,544.680993331,320.476515859,spheroid
510,GDS_deep2_3813,235.082482215,204.492660976,314.89172969,181.55452495,spheroid
511,GDS_deep2_3818,935.27847586,782.799539861,349.294151401,322.339523087,spheroid
512,GDS_deep2_3835,241.35462844,268.505004024,216.365396906,188.643029941,disk
513,GDS_deep2_3837,37684.3807338,53131.334729,5864.97685882,19676.26316,pointsource
514,GDS_deep2_3841,944.808584415,1094.50494937,1177.84341305,840.986709963,disk
515,GDS_deep2_3844,503.794259889,500.456340938,493.961072466,360.67443714,disk
516,GDS_deep2_3845,362.8761272,418.810782863,263.365479366,178.925245006,disk
517,GDS_deep2_3846,17619.0798852,15550.7172804,3317.62455325,5857.25540823,disk
518,GDS_deep2_3848,354.039806495,423.213588406,212.684280637,181.396800737,disk
519,GDS_deep2_3849,1005.12405689,1168.2126982,840.040477804,830.442517938,disk
520,GDS_deep2_3861,2173.30904485,1880.60081824,763.155935527,719.041715092,disk
522,GDS_deep2_3874,457.928383567,452.365931228,359.038943475,224.700043231,disk
523,GDS_deep2_3882,4855.54397523,5626.27109411,4619.94002523,4763.56039328,disk
524,GDS_deep2_3893,4209.83755398,3980.73335601,1064.36991963,1780.07843475,disk
526,GDS_deep2_3915,274.075242275,81.2495973957,40.3452401157,47.938305813,spheroid
527,GDS_deep2_3917,5706.51039509,6085.48782414,1973.86976803,2826.90017209,disk
528,GDS_deep2_3918,488.789369771,416.963568702,142.777798283,222.43060191,spheroid
529,GDS_deep2_3924,352.958093883,396.596658914,279.78735421,237.011998169,disk
530,GDS_deep2_3926,1915.49686745,1620.63959027,1298.29207366,756.969384921,irregular
531,GDS_deep2_3927,334.496269451,272.888823347,348.657086723,215.124979674,disk
532,GDS_deep2_3932,396.318061001,475.253517747,258.498663729,301.331180277,spheroid
533,GDS_deep2_3933,315.469593513,383.64961409,261.774139438,219.525547246,disk
534,GDS_deep2_3936,12583.2930068,11577.0992567,3654.34959486,4922.39831581,disk
535,GDS_deep2_3957,484.754694022,476.077973583,310.444522445,329.459308695,spheroid
536,GDS_deep2_3962,948.163476372,958.10537981,912.708882002,636.946715336,disk
537,GDS_deep2_3965,2061.37669045,2020.80170029,593.986834806,1024.21716689,disk
538,GDS_deep2_3966,2176.69547376,1996.28506006,1499.70026638,1487.46899903,irregular
539,GDS_deep2_3972,858.137689795,855.202585172,380.085924609,513.302622161,pointsource
540,GDS_deep2_3976,561.689798992,470.807185195,545.813758398,349.67160551,spheroid
541,GDS_deep2_3982,528.651621628,650.063716881,491.821649237,497.239956179,irregular
542,GDS_deep2_3983,515.452774257,553.802436218,364.131136,433.468380015,spheroid
543,GDS_deep2_3987,454.418137432,505.103806141,339.199198061,326.658456295,disk
544,GDS_deep2_3990,387.259854629,443.72381407,421.285300804,368.560050715,irregular
545,GDS_deep2_3993,555.791683251,376.974529897,528.017974785,252.150885719,spheroid
546,GDS_deep2_3996,1411.59832505,1511.76812954,905.536522629,943.279031141,spheroid
547,GDS_deep2_4001,497.373256695,382.410149434,187.50996126,890.209954588,disk
548,GDS_deep2_4009,445.184937659,549.03170021,791.685332415,474.358135663,disk
549,GDS_deep2_4014,349.133252113,365.997523258,265.620460615,241.423230721,disk
550,GDS_deep2_4018,240.075020476,332.296773212,448.247734224,278.980638041,irregular
551,GDS_deep2_4030,825.774745446,714.798706327,297.043764419,341.721079917,disk
552,GDS_deep2_4032,633.769404405,694.377608141,573.153243637,462.262595726,disk
553,GDS_deep2_4033,492.819233588,462.816850679,607.172333193,265.175567504,spheroid
554,GDS_deep2_4035,285.598801822,184.587004676,59.2258994615,260.811565172,irregular
555,GDS_deep2_4036,849.476221808,997.950622644,629.074367399,707.952476181,irregular
556,GDS_deep2_4039,363.059436734,467.735142312,358.664338914,369.798895246,disk
557,GDS_deep2_4042,258.037882269,304.392307791,249.547217776,212.984770213,disk
558,GDS_deep2_4047,2351.74716982,2731.97603681,1525.61035781,1448.16928944,disk
559,GDS_deep2_4068,452.882639604,555.200093268,563.619196231,340.965729964,disk
560,GDS_deep2_4071,871.284361556,913.808743927,484.569331808,507.223586497,spheroid
561,GDS_deep2_4079,5215.75945223,4002.20686386,816.362561928,1447.70276206,disk
562,GDS_deep2_4089,266.741799387,315.97826006,336.011355909,238.671343414,disk
563,GDS_deep2_4094,497.667974634,628.268532736,433.910420062,476.171404543,disk
564,GDS_deep2_4105,2198.24547822,2459.89726175,1707.02903106,1601.03215481,disk
565,GDS_deep2_4108,6645.07414972,5962.47661242,1489.46031988,1837.33318732,spheroid
566,GDS_deep2_4113,9862.38602237,8439.83466249,1170.14554621,3066.54497964,disk
567,GDS_deep2_4119,337.250587652,367.727955859,206.753236257,180.13305144,disk
569,GDS_deep2_4128,350.237359477,424.968936201,235.806945814,280.839421114,spheroid
570,GDS_deep2_4129,696.042107857,557.352757636,343.994837696,299.400511338,spheroid
571,GDS_deep2_4130,1044.4662844,833.247253139,223.432141673,282.772019472,spheroid
572,GDS_deep2_4135,2716.88496234,2789.48163227,1155.0506924,1318.28757308,spheroid
573,GDS_deep2_4137,2364.11714908,2242.59184392,704.256342539,830.038209067,disk
574,GDS_deep2_4142,620.227370518,686.998601499,449.155768511,479.448455411,disk
575,GDS_deep2_4148,723.141950074,535.075125637,241.293872907,200.046870779,spheroid
576,GDS_deep2_4162,8127.84362847,7024.48767656,479.186840193,1850.63685632,disk
577,GDS_deep2_4163,2845.89828817,2894.06744254,1011.67320528,1413.97108058,disk
578,GDS_deep2_4164,336.875459353,248.150405279,312.684744086,183.094633468,spheroid
579,GDS_deep2_4168,1137.75312472,1049.03809874,161.801790897,333.377400412,disk
580,GDS_deep2_4183,1492.70764606,1132.75493682,140.087440065,309.563031491,spheroid
581,GDS_deep2_4187,387.928028632,372.021036077,197.421589638,224.05553426,disk
582,GDS_deep2_4189,553.654325364,500.581237407,311.66841019,210.367590766,spheroid
583,GDS_deep2_4191,4672.86253088,4130.51761412,385.044939877,1357.82056775,spheroid
584,GDS_deep2_4197,419.34339011,261.617891461,168.924964112,152.292932899,spheroid
585,GDS_deep2_4198,5326.56705978,4513.63628919,530.87835533,1150.01152408,spheroid
586,GDS_deep2_4200,1891.01398768,1506.27156049,224.113909702,444.700347527,spheroid
587,GDS_deep2_4202,3497.6287523,4215.2475646,894.53304402,2076.22594188,pointsource
588,GDS_deep2_4206,783.510584961,923.965801191,784.23888153,614.080290258,disk
589,GDS_deep2_4209,75551.1534084,105680.438479,52914.9553929,50342.0052,pointsource
591,GDS_deep2_4214,1623.17180036,1841.72633911,569.140601779,871.667830217,disk
592,GDS_deep2_4216,605.317727697,648.352597522,534.384536178,453.456365399,disk
593,GDS_deep2_4218,406.893534811,298.048207305,322.588800566,280.798620576,irregular
594,GDS_deep2_4222,328.115215261,239.088513717,300.165652769,170.386875436,irregular
595,GDS_deep2_4223,237.091760895,347.435704598,239.971180646,221.798133186,spheroid
596,GDS_deep2_4233,2088.16394571,1908.0705493,681.967631577,626.150665812,disk
598,GDS_deep2_4240,10540.7370567,9575.57483293,1933.28483455,4427.83973394,spheroid
599,GDS_deep2_4255,1154.43048009,1495.02050216,955.700085964,939.050725631,spheroid
600,GDS_deep2_4265,3987.87766939,2955.65224478,2970.48711895,2823.50871594,disk
601,GDS_deep2_4271,2806.32777939,2675.543893,833.078759946,1277.63064626,disk
602,GDS_deep2_4272,9686.38078858,8962.33423672,1141.58025992,3485.14114639,spheroid
603,GDS_deep2_4274,390.483510824,437.488352207,352.07012953,318.361960538,spheroid
605,GDS_deep2_4279,565.382481847,433.691002031,458.621455061,264.674074158,spheroid
606,GDS_deep2_4281,470.605343984,548.866717613,295.137072618,321.125004295,spheroid
607,GDS_deep2_4283,393.719311754,415.562343946,245.192930657,242.703649643,disk
608,GDS_deep2_4284,334.267174885,166.560759903,269.467616508,170.869914989,disk
609,GDS_deep2_4286,439.174470253,486.505285874,336.418225001,249.898335899,spheroid
610,GDS_deep2_4307,10122.0495101,9835.21929541,2449.91405091,4383.97751881,spheroid
612,GDS_deep2_4323,477.006218079,481.004742624,354.592330449,388.513981627,disk
613,GDS_deep2_4329,319.180810192,328.570446381,390.629043807,280.884865559,irregular
614,GDS_deep2_4338,2443.49988875,2261.36529868,617.37180836,790.548673549,disk
