,ID,ClSph,ClDk,ClIr,ClPS,ClUn
414,GDS_deep2_13028,0.0,0.8,0.2,0.0,0.0
415,GDS_deep2_13106,0.6,0.1,0.0,0.3,0.0
416,GDS_deep2_13129,0.4,0.6,0.0,0.0,0.0
417,GDS_deep2_13171,0.8,0.2,0.0,0.0,0.0
418,GDS_deep2_13172,0.2,0.8,0.0,0.0,0.0
419,GDS_deep2_13187,0.0,0.4,0.4,0.0,0.2
420,GDS_deep2_13206,0.6,0.3,0.0,0.1,0.0
421,GDS_deep2_13222,0.3,0.7,0.0,0.0,0.0
422,GDS_deep2_13232,0.2,0.7,0.1,0.0,0.0
423,GDS_deep2_13242,0.1,0.9,0.0,0.0,0.0
424,GDS_deep2_13283,0.4,0.6,0.0,0.0,0.0
425,GDS_deep2_13286,0.1,0.8,0.1,0.0,0.0
426,GDS_deep2_13315,0.2,0.7,0.1,0.0,0.0
427,GDS_deep2_13323,0.3,0.6,0.0,0.1,0.0
428,GDS_deep2_13335,0.0,1.0,0.0,0.0,0.0
429,GDS_deep2_13503,0.6,0.1,0.0,0.3,0.0
430,GDS_deep2_13540,0.1,0.9,0.0,0.0,0.0
431,GDS_deep2_13586,0.166666666667,0.766666666667,0.0666666666667,0.0,0.0
432,GDS_deep2_13761,0.1,0.8,0.1,0.0,0.0
433,GDS_deep2_13771,0.0,1.0,0.0,0.0,0.0
434,GDS_deep2_13836,0.0,1.0,0.0,0.0,0.0
435,GDS_deep2_14052,0.3,0.7,0.0,0.0,0.0
436,GDS_deep2_3107,0.0505050505051,0.0732323232323,0.861111111111,0.0,0.0151515151515
437,GDS_deep2_3111,0.141414141414,0.686868686869,0.171717171717,0.0,0.0
438,GDS_deep2_3125,0.179292929293,0.292929292929,0.492424242424,0.0,0.0353535353535
439,GDS_deep2_3131,0.14898989899,0.618686868687,0.232323232323,0.0,0.0
440,GDS_deep2_3145,0.848484848485,0.151515151515,0.0,0.0,0.0
441,GDS_deep2_3151,0.689393939394,0.234848484848,0.0151515151515,0.0606060606061,0.0
442,GDS_deep2_3154,0.161616161616,0.540404040404,0.29797979798,0.0,0.0
443,GDS_deep2_3209,0.5,0.0606060606061,0.393939393939,0.0454545454545,0.0
444,GDS_deep2_3238,0.0555555555556,0.305555555556,0.638888888889,0.0,0.0
445,GDS_deep2_3320,0.0454545454545,0.219696969697,0.719696969697,0.0151515151515,0.0
446,GDS_deep2_3350,0.310606060606,0.659090909091,0.030303030303,0.0,0.0
447,GDS_deep2_3369,0.164141414141,0.830808080808,0.00505050505051,0.0,0.0
448,GDS_deep2_3378,0.262626262626,0.626262626263,0.111111111111,0.0,0.0
449,GDS_deep2_3386,0.602272727273,0.284090909091,0.0643939393939,0.0492424242424,0.0
450,GDS_deep2_3394,0.189393939394,0.810606060606,0.0,0.0,0.0
451,GDS_deep2_3410,0.00757575757576,0.613636363636,0.310606060606,0.0,0.0681818181818
452,GDS_deep2_3414,0.19696969697,0.477272727273,0.166666666667,0.030303030303,0.128787878788
453,GDS_deep2_3435,0.487373737374,0.479797979798,0.0176767676768,0.0151515151515,0.0
454,GDS_deep2_3439,0.270202020202,0.709595959596,0.020202020202,0.0,0.0
455,GDS_deep2_3450,0.10101010101,0.835858585859,0.0631313131313,0.0,0.0
456,GDS_deep2_3451,0.0984848484848,0.659090909091,0.242424242424,0.0,0.0
457,GDS_deep2_3455,0.0353535353535,0.512626262626,0.45202020202,0.0,0.0
458,GDS_deep2_3468,0.75,0.121212121212,0.106060606061,0.0227272727273,0.0
459,GDS_deep2_3472,0.608585858586,0.366161616162,0.020202020202,0.00505050505051,0.0
460,GDS_deep2_3476,0.295454545455,0.00757575757576,0.0,0.69696969697,0.0
461,GDS_deep2_3498,0.126262626263,0.45202020202,0.421717171717,0.0,0.0
462,GDS_deep2_3509,0.0984848484848,0.901515151515,0.0,0.0,0.0
463,GDS_deep2_3512,0.166666666667,0.833333333333,0.0,0.0,0.0
464,GDS_deep2_3513,0.171717171717,0.679292929293,0.14898989899,0.0,0.0
465,GDS_deep2_3517,0.10101010101,0.684343434343,0.214646464646,0.0,0.0
466,GDS_deep2_3518,0.717171717172,0.217171717172,0.0505050505051,0.0151515151515,0.0
467,GDS_deep2_3527,0.931818181818,0.0378787878788,0.0,0.030303030303,0.0
468,GDS_deep2_3539,0.040404040404,0.790404040404,0.169191919192,0.0,0.0
469,GDS_deep2_3547,0.760101010101,0.161616161616,0.0126262626263,0.0656565656566,0.0
470,GDS_deep2_3562,0.0128205128205,0.182051282051,0.805128205128,0.0,0.0
471,GDS_deep2_3564,0.159090909091,0.757575757576,0.0833333333333,0.0,0.0
472,GDS_deep2_3570,0.0277777777778,0.588383838384,0.383838383838,0.0,0.0
473,GDS_deep2_3577,0.462121212121,0.530303030303,0.00757575757576,0.0,0.0
474,GDS_deep2_3586,0.686868686869,0.308080808081,0.0,0.00505050505051,0.0
475,GDS_deep2_3588,0.0681818181818,0.0,0.0,0.916666666667,0.0151515151515
476,GDS_deep2_3592,0.29797979798,0.426767676768,0.260101010101,0.0151515151515,0.0
477,GDS_deep2_3614,0.0606060606061,0.643939393939,0.272727272727,0.0,0.0227272727273
478,GDS_deep2_3618,0.146464646465,0.623737373737,0.222222222222,0.00757575757576,0.0
479,GDS_deep2_3622,0.772727272727,0.0606060606061,0.0,0.166666666667,0.0
480,GDS_deep2_3623,0.0,0.568181818182,0.401515151515,0.0151515151515,0.0151515151515
481,GDS_deep2_3635,0.0530303030303,0.689393939394,0.257575757576,0.0,0.0
482,GDS_deep2_3644,0.0909090909091,0.765151515152,0.136363636364,0.00757575757576,0.0
483,GDS_deep2_3649,0.0429292929293,0.84595959596,0.111111111111,0.0,0.0
484,GDS_deep2_3652,0.0883838383838,0.762626262626,0.133838383838,0.0,0.0151515151515
485,GDS_deep2_3668,0.755050505051,0.0530303030303,0.00505050505051,0.186868686869,0.0
486,GDS_deep2_3669,0.631313131313,0.0934343434343,0.0126262626263,0.262626262626,0.0
487,GDS_deep2_3677,0.189393939394,0.0984848484848,0.295454545455,0.0227272727273,0.393939393939
488,GDS_deep2_3678,0.123737373737,0.199494949495,0.676767676768,0.0,0.0
489,GDS_deep2_3691,0.330808080808,0.467171717172,0.133838383838,0.0378787878788,0.030303030303
490,GDS_deep2_3703,0.136363636364,0.719696969697,0.143939393939,0.0,0.0
491,GDS_deep2_3704,0.0277777777778,0.133838383838,0.838383838384,0.0,0.0
492,GDS_deep2_3712,0.0808080808081,0.626262626263,0.262626262626,0.0151515151515,0.0151515151515
493,GDS_deep2_3719,0.406565656566,0.588383838384,0.00505050505051,0.0,0.0
494,GDS_deep2_3724,0.141414141414,0.785353535354,0.0732323232323,0.0,0.0
495,GDS_deep2_3735,0.487373737374,0.292929292929,0.111111111111,0.0883838383838,0.020202020202
496,GDS_deep2_3738,0.118686868687,0.792929292929,0.0883838383838,0.0,0.0
497,GDS_deep2_3749,0.607323232323,0.342171717172,0.0164141414141,0.0340909090909,0.0
498,GDS_deep2_3750,0.14898989899,0.838383838384,0.0126262626263,0.0,0.0
499,GDS_deep2_3754,0.0833333333333,0.159090909091,0.742424242424,0.0151515151515,0.0
500,GDS_deep2_3762,0.0530303030303,0.484848484848,0.340909090909,0.0151515151515,0.106060606061
501,GDS_deep2_3763,0.505050505051,0.353535353535,0.141414141414,0.0,0.0
502,GDS_deep2_3771,0.0883838383838,0.883838383838,0.0277777777778,0.0,0.0
503,GDS_deep2_3773,0.151515151515,0.795454545455,0.0530303030303,0.0,0.0
504,GDS_deep2_3779,0.0227272727273,0.280303030303,0.55303030303,0.0151515151515,0.128787878788
505,GDS_deep2_3784,0.136363636364,0.863636363636,0.0,0.0,0.0
506,GDS_deep2_3785,0.446153846154,0.00769230769231,0.00769230769231,0.538461538462,0.0
507,GDS_deep2_3792,0.916666666667,0.0378787878788,0.0,0.0454545454545,0.0
508,GDS_deep2_3797,0.267676767677,0.691919191919,0.040404040404,0.0,0.0
509,GDS_deep2_3804,0.448717948718,0.287179487179,0.241025641026,0.0230769230769,0.0
510,GDS_deep2_3813,0.542929292929,0.0429292929293,0.204545454545,0.194444444444,0.0151515151515
511,GDS_deep2_3818,0.724747474747,0.156565656566,0.0277777777778,0.0909090909091,0.0
512,GDS_deep2_3835,0.0227272727273,0.439393939394,0.439393939394,0.0,0.0984848484848
513,GDS_deep2_3837,0.0681818181818,0.0,0.0,0.916666666667,0.0151515151515
514,GDS_deep2_3841,0.25,0.618686868687,0.126262626263,0.0,0.00505050505051
515,GDS_deep2_3844,0.030303030303,0.780303030303,0.189393939394,0.0,0.0
516,GDS_deep2_3845,0.222222222222,0.638888888889,0.138888888889,0.0,0.0
517,GDS_deep2_3846,0.363636363636,0.606060606061,0.030303030303,0.0,0.0
518,GDS_deep2_3848,0.0732323232323,0.671717171717,0.194444444444,0.0,0.0606060606061
519,GDS_deep2_3849,0.0252525252525,0.494949494949,0.449494949495,0.0,0.030303030303
520,GDS_deep2_3861,0.0530303030303,0.80303030303,0.121212121212,0.00757575757576,0.0151515151515
521,GDS_deep2_3872,0.583333333333,0.409090909091,0.0,0.00757575757576,0.0
522,GDS_deep2_3874,0.0151515151515,0.916666666667,0.0681818181818,0.0,0.0
523,GDS_deep2_3882,0.0707070707071,0.623737373737,0.305555555556,0.0,0.0
524,GDS_deep2_3893,0.419191919192,0.540404040404,0.040404040404,0.0,0.0
525,GDS_deep2_3909,0.030303030303,0.212121212121,0.757575757576,0.0,0.0
526,GDS_deep2_3915,0.522727272727,0.151515151515,0.0378787878788,0.242424242424,0.0454545454545
527,GDS_deep2_3917,0.29797979798,0.691919191919,0.010101010101,0.0,0.0
528,GDS_deep2_3918,0.689393939394,0.181818181818,0.0227272727273,0.106060606061,0.0
529,GDS_deep2_3924,0.0580808080808,0.785353535354,0.156565656566,0.0,0.0
530,GDS_deep2_3926,0.0126262626263,0.0126262626263,0.95202020202,0.0,0.0227272727273
531,GDS_deep2_3927,0.323076923077,0.584615384615,0.0769230769231,0.0153846153846,0.0
532,GDS_deep2_3932,0.719696969697,0.166666666667,0.0,0.113636363636,0.0
533,GDS_deep2_3933,0.128787878788,0.628787878788,0.227272727273,0.0,0.0151515151515
534,GDS_deep2_3936,0.151515151515,0.848484848485,0.0,0.0,0.0
535,GDS_deep2_3957,0.684343434343,0.146464646465,0.0505050505051,0.118686868687,0.0
536,GDS_deep2_3962,0.0909090909091,0.638888888889,0.242424242424,0.0,0.0277777777778
537,GDS_deep2_3965,0.171717171717,0.823232323232,0.00505050505051,0.0,0.0
538,GDS_deep2_3966,0.0833333333333,0.378787878788,0.507575757576,0.0,0.030303030303
539,GDS_deep2_3972,0.295454545455,0.0151515151515,0.0,0.689393939394,0.0
540,GDS_deep2_3976,0.656565656566,0.0277777777778,0.0,0.315656565657,0.0
541,GDS_deep2_3982,0.0277777777778,0.459595959596,0.512626262626,0.0,0.0
542,GDS_deep2_3983,0.704545454545,0.227272727273,0.00757575757576,0.0606060606061,0.0
543,GDS_deep2_3987,0.0580808080808,0.732323232323,0.209595959596,0.0,0.0
544,GDS_deep2_3990,0.0883838383838,0.34595959596,0.550505050505,0.0151515151515,0.0
545,GDS_deep2_3993,0.54797979798,0.35101010101,0.0606060606061,0.040404040404,0.0
546,GDS_deep2_3996,0.825757575758,0.0909090909091,0.030303030303,0.0530303030303,0.0
547,GDS_deep2_4001,0.0307692307692,0.492307692308,0.415384615385,0.0,0.0615384615385
548,GDS_deep2_4009,0.285353535354,0.64898989899,0.0580808080808,0.0,0.00757575757576
549,GDS_deep2_4014,0.131313131313,0.676767676768,0.176767676768,0.0,0.0151515151515
550,GDS_deep2_4018,0.310256410256,0.302564102564,0.379487179487,0.00769230769231,0.0
551,GDS_deep2_4030,0.0252525252525,0.881313131313,0.0858585858586,0.00757575757576,0.0
552,GDS_deep2_4032,0.0681818181818,0.810606060606,0.121212121212,0.0,0.0
553,GDS_deep2_4033,0.530303030303,0.280303030303,0.138888888889,0.0505050505051,0.0
554,GDS_deep2_4035,0.0151515151515,0.227272727273,0.431818181818,0.0,0.325757575758
555,GDS_deep2_4036,0.00757575757576,0.409090909091,0.55303030303,0.0,0.030303030303
556,GDS_deep2_4039,0.219696969697,0.507575757576,0.242424242424,0.030303030303,0.0
557,GDS_deep2_4042,0.0846153846154,0.607692307692,0.269230769231,0.00769230769231,0.0307692307692
558,GDS_deep2_4047,0.232323232323,0.59595959596,0.171717171717,0.0,0.0
559,GDS_deep2_4068,0.300505050505,0.618686868687,0.0732323232323,0.00757575757576,0.0
560,GDS_deep2_4071,0.853535353535,0.0883838383838,0.0277777777778,0.030303030303,0.0
561,GDS_deep2_4079,0.353535353535,0.535353535354,0.111111111111,0.0,0.0
562,GDS_deep2_4089,0.325757575758,0.530303030303,0.106060606061,0.00757575757576,0.030303030303
563,GDS_deep2_4094,0.141414141414,0.512626262626,0.330808080808,0.0151515151515,0.0
564,GDS_deep2_4105,0.123737373737,0.752525252525,0.123737373737,0.0,0.0
565,GDS_deep2_4108,0.893939393939,0.0454545454545,0.00757575757576,0.0530303030303,0.0
566,GDS_deep2_4113,0.356060606061,0.643939393939,0.0,0.0,0.0
567,GDS_deep2_4119,0.0538461538462,0.830769230769,0.115384615385,0.0,0.0
568,GDS_deep2_4127,0.315656565657,0.679292929293,0.00505050505051,0.0,0.0
569,GDS_deep2_4128,0.699494949495,0.10101010101,0.020202020202,0.179292929293,0.0
570,GDS_deep2_4129,0.641414141414,0.118686868687,0.0151515151515,0.224747474747,0.0
571,GDS_deep2_4130,0.575757575758,0.409090909091,0.0,0.0151515151515,0.0
572,GDS_deep2_4135,0.757575757576,0.234848484848,0.00757575757576,0.0,0.0
573,GDS_deep2_4137,0.184343434343,0.760101010101,0.0555555555556,0.0,0.0
574,GDS_deep2_4142,0.106060606061,0.856060606061,0.0378787878788,0.0,0.0
575,GDS_deep2_4148,0.742424242424,0.0378787878788,0.00757575757576,0.212121212121,0.0
576,GDS_deep2_4162,0.439393939394,0.560606060606,0.0,0.0,0.0
577,GDS_deep2_4163,0.0757575757576,0.916666666667,0.00757575757576,0.0,0.0
578,GDS_deep2_4164,0.358974358974,0.266666666667,0.34358974359,0.0230769230769,0.00769230769231
579,GDS_deep2_4168,0.0505050505051,0.656565656566,0.292929292929,0.0,0.0
580,GDS_deep2_4183,0.462121212121,0.454545454545,0.0151515151515,0.0681818181818,0.0
581,GDS_deep2_4187,0.0580808080808,0.89898989899,0.0429292929293,0.0,0.0
582,GDS_deep2_4189,0.747474747475,0.0277777777778,0.0,0.224747474747,0.0
583,GDS_deep2_4191,0.580808080808,0.406565656566,0.0126262626263,0.0,0.0
584,GDS_deep2_4197,0.636363636364,0.0782828282828,0.0176767676768,0.267676767677,0.0
585,GDS_deep2_4198,0.722222222222,0.207070707071,0.0353535353535,0.030303030303,0.00505050505051
586,GDS_deep2_4200,0.808080808081,0.0277777777778,0.00757575757576,0.156565656566,0.0
587,GDS_deep2_4202,0.181818181818,0.0,0.0,0.80303030303,0.0151515151515
588,GDS_deep2_4206,0.272727272727,0.686868686869,0.0353535353535,0.00505050505051,0.0
589,GDS_deep2_4209,0.0606060606061,0.0,0.0,0.939393939394,0.0
590,GDS_deep2_4210,0.25,0.719696969697,0.030303030303,0.0,0.0
591,GDS_deep2_4214,0.0959595959596,0.747474747475,0.156565656566,0.0,0.0
592,GDS_deep2_4216,0.19696969697,0.704545454545,0.0984848484848,0.0,0.0
593,GDS_deep2_4218,0.0808080808081,0.103535353535,0.800505050505,0.0,0.0151515151515
594,GDS_deep2_4222,0.353846153846,0.197435897436,0.412820512821,0.0205128205128,0.0153846153846
595,GDS_deep2_4223,0.603535353535,0.0353535353535,0.00757575757576,0.353535353535,0.0
596,GDS_deep2_4233,0.40404040404,0.411616161616,0.161616161616,0.0227272727273,0.0
597,GDS_deep2_4239,0.123737373737,0.775252525253,0.0959595959596,0.00505050505051,0.0
598,GDS_deep2_4240,0.628787878788,0.371212121212,0.0,0.0,0.0
599,GDS_deep2_4255,0.381313131313,0.290404040404,0.328282828283,0.0,0.0
600,GDS_deep2_4265,0.133838383838,0.732323232323,0.103535353535,0.0151515151515,0.0151515151515
601,GDS_deep2_4271,0.141414141414,0.838383838384,0.020202020202,0.0,0.0
602,GDS_deep2_4272,0.94696969697,0.0227272727273,0.0,0.030303030303,0.0
603,GDS_deep2_4274,0.739898989899,0.0883838383838,0.0,0.171717171717,0.0
604,GDS_deep2_4276,0.020202020202,0.0808080808081,0.558080808081,0.0378787878788,0.30303030303
605,GDS_deep2_4279,0.651515151515,0.166666666667,0.0227272727273,0.159090909091,0.0
606,GDS_deep2_4281,0.464646464646,0.434343434343,0.0782828282828,0.0227272727273,0.0
607,GDS_deep2_4283,0.0555555555556,0.65404040404,0.290404040404,0.0,0.0
608,GDS_deep2_4284,0.0454545454545,0.515151515152,0.295454545455,0.0227272727273,0.121212121212
609,GDS_deep2_4286,0.383838383838,0.0732323232323,0.383838383838,0.121212121212,0.0378787878788
610,GDS_deep2_4307,0.770202020202,0.118686868687,0.0883838383838,0.0227272727273,0.0
611,GDS_deep2_4319,0.69696969697,0.265151515152,0.0,0.0378787878788,0.0
612,GDS_deep2_4323,0.0340909090909,0.465909090909,0.375,0.0113636363636,0.113636363636
613,GDS_deep2_4329,0.00505050505051,0.406565656566,0.542929292929,0.0,0.0454545454545
614,GDS_deep2_4338,0.0454545454545,0.734848484848,0.174242424242,0.0,0.0454545454545
615,GDS_deep2_4341,0.0732323232323,0.588383838384,0.338383838384,0.0,0.0
616,GDS_deep2_4343,0.411616161616,0.229797979798,0.338383838384,0.020202020202,0.0
617,GDS_deep2_4347,0.0435897435897,0.720512820513,0.228205128205,0.0,0.00769230769231
618,GDS_deep2_4348,0.0909090909091,0.159090909091,0.431818181818,0.0151515151515,0.30303030303
619,GDS_deep2_4353,0.411616161616,0.457070707071,0.116161616162,0.0151515151515,0.0
620,GDS_deep2_4360,0.280303030303,0.0,0.0,0.719696969697,0.0
621,GDS_deep2_4361,0.381313131313,0.381313131313,0.207070707071,0.030303030303,0.0
622,GDS_deep2_4362,0.0378787878788,0.825757575758,0.0984848484848,0.00757575757576,0.030303030303
623,GDS_deep2_4364,0.282828282828,0.691919191919,0.0252525252525,0.0,0.0
624,GDS_deep2_4367,0.44696969697,0.0,0.0,0.55303030303,0.0
625,GDS_deep2_4368,0.0692307692308,0.284615384615,0.369230769231,0.0153846153846,0.261538461538
626,GDS_deep2_4370,0.207692307692,0.692307692308,0.0692307692308,0.0307692307692,0.0
627,GDS_deep2_4374,0.116161616162,0.260101010101,0.623737373737,0.0,0.0
628,GDS_deep2_4379,0.916666666667,0.0378787878788,0.0,0.0454545454545,0.0
629,GDS_deep2_4380,0.931818181818,0.0606060606061,0.0,0.00757575757576,0.0
630,GDS_deep2_4387,0.838383838384,0.0959595959596,0.0151515151515,0.0505050505051,0.0
631,GDS_deep2_4389,0.242424242424,0.424242424242,0.333333333333,0.0,0.0
632,GDS_deep2_4391,0.112820512821,0.420512820513,0.351282051282,0.0,0.115384615385
633,GDS_deep2_4393,0.0530303030303,0.580808080808,0.232323232323,0.0227272727273,0.111111111111
634,GDS_deep2_4400,0.0429292929293,0.785353535354,0.171717171717,0.0,0.0
635,GDS_deep2_4401,0.0454545454545,0.848484848485,0.0909090909091,0.0,0.0151515151515
636,GDS_deep2_4407,0.3,0.4,0.3,0.0,0.0
637,GDS_deep2_4418,0.266666666667,0.666666666667,0.0666666666667,0.0,0.0
638,GDS_deep2_4420,0.0666666666667,0.666666666667,0.266666666667,0.0,0.0
639,GDS_deep2_4422,0.766666666667,0.166666666667,0.0,0.0666666666667,0.0
640,GDS_deep2_4423,0.3,0.1,0.6,0.0,0.0
641,GDS_deep2_4435,0.2,0.5,0.3,0.0,0.0
642,GDS_deep2_4438,0.2,0.0,0.0,0.8,0.0
643,GDS_deep2_4439,0.0,1.0,0.0,0.0,0.0
644,GDS_deep2_4443,0.0,0.0,0.0,1.0,0.0
645,GDS_deep2_4445,0.0,0.0,1.0,0.0,0.0
646,GDS_deep2_4447,0.1,0.2,0.5,0.0,0.2
647,GDS_deep2_4450,0.4,0.0,0.0,0.4,0.2
648,GDS_deep2_4457,0.0,0.3,0.7,0.0,0.0
649,GDS_deep2_4459,0.1,0.2,0.7,0.0,0.0
650,GDS_deep2_4465,0.1,0.9,0.0,0.0,0.0
651,GDS_deep2_4469,0.0,0.0,0.0,1.0,0.0
652,GDS_deep2_4471,0.0,0.0,0.0,1.0,0.0
653,GDS_deep2_4478,0.0,0.0,1.0,0.0,0.0
654,GDS_deep2_4484,0.0666666666667,0.666666666667,0.266666666667,0.0,0.0
655,GDS_deep2_4490,0.5,0.0,0.0,0.5,0.0
656,GDS_deep2_4493,0.466666666667,0.266666666667,0.2,0.0666666666667,0.0
657,GDS_deep2_4518,0.0,0.4,0.6,0.0,0.0
658,GDS_deep2_4519,0.9,0.0,0.0,0.1,0.0
659,GDS_deep2_4527,0.7,0.3,0.0,0.0,0.0
660,GDS_deep2_4532,0.0,0.9,0.1,0.0,0.0
661,GDS_deep2_4540,0.1,0.9,0.0,0.0,0.0
662,GDS_deep2_4544,0.7,0.0,0.0,0.3,0.0
663,GDS_deep2_4577,0.0,0.2,0.4,0.0,0.4
664,GDS_deep2_4579,0.7,0.2,0.0,0.1,0.0
665,GDS_deep2_4584,0.4,0.3,0.0,0.1,0.2
666,GDS_deep2_4589,0.4,0.6,0.0,0.0,0.0
667,GDS_deep2_4590,0.1,0.9,0.0,0.0,0.0
668,GDS_deep2_4604,0.0,0.0,1.0,0.0,0.0
669,GDS_deep2_4606,0.0,0.3,0.7,0.0,0.0
670,GDS_deep2_4609,0.0,0.8,0.2,0.0,0.0
671,GDS_deep2_4615,0.5,0.5,0.0,0.0,0.0
672,GDS_deep2_4616,0.0,0.1,0.5,0.0,0.4
673,GDS_deep2_4617,0.2,0.2,0.4,0.0,0.2
674,GDS_deep2_4618,0.0,0.9,0.1,0.0,0.0
675,GDS_deep2_4621,0.0666666666667,0.0666666666667,0.866666666667,0.0,0.0
676,GDS_deep2_4622,0.0,0.5,0.5,0.0,0.0
677,GDS_deep2_4623,0.0666666666667,0.766666666667,0.166666666667,0.0,0.0
678,GDS_deep2_4630,0.0,0.9,0.1,0.0,0.0
679,GDS_deep2_4631,0.5,0.3,0.2,0.0,0.0
680,GDS_deep2_4637,0.1,0.4,0.1,0.0,0.4
681,GDS_deep2_4642,0.0,0.5,0.1,0.0,0.4
682,GDS_deep2_4643,0.7,0.3,0.0,0.0,0.0
683,GDS_deep2_4644,0.366666666667,0.466666666667,0.166666666667,0.0,0.0
684,GDS_deep2_4652,0.3,0.7,0.0,0.0,0.0
685,GDS_deep2_4657,0.0,0.8,0.2,0.0,0.0
686,GDS_deep2_4663,0.9,0.1,0.0,0.0,0.0
687,GDS_deep2_4665,0.466666666667,0.466666666667,0.0,0.0666666666667,0.0
688,GDS_deep2_4667,0.3,0.6,0.1,0.0,0.0
689,GDS_deep2_4674,0.0,0.9,0.1,0.0,0.0
690,GDS_deep2_4675,0.0666666666667,0.466666666667,0.466666666667,0.0,0.0
691,GDS_deep2_4676,0.0,0.8,0.2,0.0,0.0
692,GDS_deep2_4679,0.666666666667,0.0666666666667,0.0,0.266666666667,0.0
693,GDS_deep2_4684,0.5,0.5,0.0,0.0,0.0
694,GDS_deep2_4685,0.0,0.6,0.4,0.0,0.0
695,GDS_deep2_4688,0.3,0.7,0.0,0.0,0.0
696,GDS_deep2_4695,0.0,1.0,0.0,0.0,0.0
697,GDS_deep2_4703,0.466666666667,0.0666666666667,0.0,0.466666666667,0.0
698,GDS_deep2_4704,0.166666666667,0.566666666667,0.266666666667,0.0,0.0
699,GDS_deep2_4705,0.4,0.3,0.2,0.1,0.0
700,GDS_deep2_4707,0.466666666667,0.0666666666667,0.0,0.466666666667,0.0
701,GDS_deep2_4711,0.2,0.7,0.1,0.0,0.0
702,GDS_deep2_4712,0.0,0.5,0.1,0.0,0.4
703,GDS_deep2_4716,0.166666666667,0.766666666667,0.0666666666667,0.0,0.0
704,GDS_deep2_4717,0.166666666667,0.266666666667,0.566666666667,0.0,0.0
705,GDS_deep2_4718,0.366666666667,0.466666666667,0.166666666667,0.0,0.0
706,GDS_deep2_4719,0.6,0.2,0.0,0.2,0.0
707,GDS_deep2_4721,0.0,1.0,0.0,0.0,0.0
708,GDS_deep2_4723,0.0,0.6,0.2,0.0,0.2
709,GDS_deep2_4724,0.0,0.5,0.5,0.0,0.0
710,GDS_deep2_4728,0.666666666667,0.266666666667,0.0,0.0666666666667,0.0
711,GDS_deep2_4733,0.0,1.0,0.0,0.0,0.0
712,GDS_deep2_4739,0.0,0.2,0.8,0.0,0.0
713,GDS_deep2_4740,0.166666666667,0.766666666667,0.0666666666667,0.0,0.0
714,GDS_deep2_4744,0.1,0.0,0.2,0.7,0.0
715,GDS_deep2_4754,0.266666666667,0.566666666667,0.166666666667,0.0,0.0
716,GDS_deep2_4759,0.0666666666667,0.566666666667,0.366666666667,0.0,0.0
717,GDS_deep2_4760,0.9,0.0,0.0,0.1,0.0
718,GDS_deep2_4761,0.0,0.5,0.5,0.0,0.0
719,GDS_deep2_4766,0.1,0.9,0.0,0.0,0.0
720,GDS_deep2_4768,0.5,0.5,0.0,0.0,0.0
721,GDS_deep2_4769,0.0,0.9,0.1,0.0,0.0
722,GDS_deep2_4780,0.3,0.0,0.0,0.7,0.0
723,GDS_deep2_4781,0.0666666666667,0.466666666667,0.466666666667,0.0,0.0
724,GDS_deep2_4783,0.333333333333,0.433333333333,0.233333333333,0.0,0.0
725,GDS_deep2_4791,0.266666666667,0.0,0.666666666667,0.0666666666667,0.0
726,GDS_deep2_4793,0.0666666666667,0.266666666667,0.666666666667,0.0,0.0
727,GDS_deep2_4794,0.5,0.5,0.0,0.0,0.0
728,GDS_deep2_4797,0.0,0.0,1.0,0.0,0.0
729,GDS_deep2_4802,0.4,0.6,0.0,0.0,0.0
730,GDS_deep2_4809,0.0666666666667,0.466666666667,0.466666666667,0.0,0.0
731,GDS_deep2_4812,0.566666666667,0.366666666667,0.0666666666667,0.0,0.0
732,GDS_deep2_4817,0.0,0.3,0.3,0.0,0.4
733,GDS_deep2_4820,0.0,0.8,0.0,0.0,0.2
734,GDS_deep2_4821,0.0,0.0,0.0,1.0,0.0
735,GDS_deep2_4825,0.1,0.9,0.0,0.0,0.0
736,GDS_deep2_4826,0.1,0.0,0.9,0.0,0.0
737,GDS_deep2_4830,0.0,0.0,0.0,1.0,0.0
738,GDS_deep2_4831,0.366666666667,0.566666666667,0.0666666666667,0.0,0.0
739,GDS_deep2_4832,0.0666666666667,0.866666666667,0.0666666666667,0.0,0.0
740,GDS_deep2_4835,0.0,0.9,0.1,0.0,0.0
741,GDS_deep2_4837,0.0666666666667,0.766666666667,0.166666666667,0.0,0.0
742,GDS_deep2_4839,0.0,0.4,0.4,0.0,0.2
743,GDS_deep2_4842,0.3,0.7,0.0,0.0,0.0
744,GDS_deep2_4844,0.3,0.7,0.0,0.0,0.0
745,GDS_deep2_4846,0.466666666667,0.466666666667,0.0666666666667,0.0,0.0
746,GDS_deep2_4849,0.0666666666667,0.166666666667,0.3,0.266666666667,0.2
747,GDS_deep2_4850,0.6,0.0,0.0,0.4,0.0
748,GDS_deep2_4857,0.0,0.7,0.3,0.0,0.0
749,GDS_deep2_4858,0.0,0.7,0.1,0.0,0.2
750,GDS_deep2_4859,0.366666666667,0.566666666667,0.0666666666667,0.0,0.0
751,GDS_deep2_4861,0.0,0.8,0.2,0.0,0.0
752,GDS_deep2_4862,0.233333333333,0.433333333333,0.333333333333,0.0,0.0
753,GDS_deep2_4864,0.0666666666667,0.866666666667,0.0666666666667,0.0,0.0
